age,workclass,education,education.num,marital.status,occupation,sex,capital.gain,capital.loss,hours.per.week,native.country,income
33,?,HS-grad,9,Separated,?,Female,0,0,20,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,60,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
43,Private,Bachelors,13,Separated,Prof-specialty,Male,0,0,45,United-States,<=50K
57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,38,United-States,>50K
21,?,Some-college,10,Never-married,?,Female,0,0,35,United-States,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K
39,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,0,55,United-States,<=50K
41,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Female,0,0,32,United-States,>50K
20,Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
44,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K
29,Private,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
71,Private,Some-college,10,Widowed,Sales,Male,0,0,35,United-States,>50K
52,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,55,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K
53,Private,Some-college,10,Divorced,Craft-repair,Male,0,0,48,United-States,>50K
37,Private,HS-grad,9,Married-civ-spouse,Other-service,Female,0,0,30,United-States,>50K
26,Private,10th,6,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,55,United-States,>50K
35,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,United-States,>50K
20,Private,9th,5,Never-married,Sales,Female,0,0,40,United-States,<=50K
56,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,0,0,36,United-States,>50K
24,Private,Some-college,10,Never-married,Tech-support,Female,0,0,20,United-States,<=50K
24,Private,11th,7,Divorced,Sales,Female,0,0,35,United-States,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,United-States,<=50K
27,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,45,United-States,<=50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
29,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
42,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Female,0,0,37,United-States,>50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
59,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Mexico,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Other-service,Female,0,0,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Female,0,0,36,United-States,<=50K
38,State-gov,Some-college,10,Separated,Exec-managerial,Male,0,0,40,United-States,<=50K
36,Private,HS-grad,9,Never-married,Priv-house-serv,Female,0,0,28,?,<=50K
34,Self-emp-not-inc,HS-grad,9,Separated,Exec-managerial,Male,0,0,50,United-States,<=50K
45,Self-emp-not-inc,12th,8,Divorced,Craft-repair,Male,0,0,35,United-States,<=50K
21,Private,Assoc-voc,11,Never-married,Transport-moving,Male,0,0,40,United-States,<=50K
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,40,United-States,<=50K
45,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,>50K
53,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Laos,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,16,United-States,<=50K
32,Private,HS-grad,9,Divorced,Other-service,Female,0,0,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K
62,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Male,0,0,24,Mexico,<=50K
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,45,United-States,<=50K
29,?,Doctorate,16,Married-civ-spouse,?,Male,0,0,50,United-States,>50K
32,Private,HS-grad,9,Never-married,Farming-fishing,Male,0,0,35,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,50,Japan,>50K
44,Local-gov,HS-grad,9,Divorced,Transport-moving,Male,0,0,25,United-States,<=50K
19,Private,HS-grad,9,Never-married,Transport-moving,Male,0,0,40,United-States,<=50K
22,?,Some-college,10,Never-married,?,Male,0,0,40,United-States,<=50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K
56,Private,Bachelors,13,Widowed,Other-service,Female,0,0,40,United-States,<=50K
37,Private,10th,6,Divorced,Craft-repair,Female,0,0,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Machine-op-inspct,Male,0,0,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
34,Private,Bachelors,13,Never-married,Sales,Female,0,0,40,United-States,<=50K
44,Private,9th,5,Divorced,Other-service,Female,0,0,50,United-States,<=50K
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
35,Private,HS-grad,9,Divorced,Other-service,Female,0,0,35,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K
26,Private,Some-college,10,Never-married,Tech-support,Female,0,0,40,United-States,<=50K
20,Private,11th,7,Never-married,Transport-moving,Male,0,0,60,United-States,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,Mexico,>50K
40,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,45,United-States,<=50K
23,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
79,Local-gov,11th,7,Married-civ-spouse,Exec-managerial,Male,0,0,7,United-States,<=50K
44,Private,10th,6,Divorced,Adm-clerical,Female,0,0,42,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,?,>50K
33,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Male,0,0,40,Philippines,<=50K
50,Private,Bachelors,13,Divorced,Exec-managerial,Male,0,0,45,United-States,>50K
41,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,40,United-States,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Sales,Female,0,0,30,United-States,>50K
28,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,45,United-States,<=50K
31,Self-emp-inc,Assoc-voc,11,Divorced,Sales,Male,0,0,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K
23,Private,Some-college,10,Never-married,Tech-support,Male,0,0,40,United-States,<=50K
29,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Male,0,0,50,United-States,<=50K
57,Self-emp-not-inc,10th,6,Divorced,Exec-managerial,Male,0,0,60,United-States,>50K
47,Private,Some-college,10,Widowed,Other-service,Female,0,0,35,United-States,<=50K
51,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,60,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
25,Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Male,0,0,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Other-service,Female,0,0,40,United-States,<=50K
38,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K
61,Self-emp-inc,Bachelors,13,Separated,Sales,Female,0,0,30,United-States,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K
27,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Male,0,0,43,United-States,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,>50K
26,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Male,0,0,75,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,60,Japan,<=50K
55,?,HS-grad,9,Widowed,?,Female,0,0,20,United-States,<=50K
25,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Male,0,0,40,Mexico,<=50K
26,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Female,0,0,48,United-States,<=50K
43,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,68,United-States,>50K
25,Private,Some-college,10,Never-married,Other-service,Male,0,0,40,Poland,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,30,Jamaica,<=50K
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,55,United-States,>50K
42,Private,Bachelors,13,Never-married,Sales,Male,0,0,40,United-States,<=50K
21,Private,Assoc-voc,11,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K
56,?,HS-grad,9,Divorced,?,Male,0,0,10,United-States,<=50K
33,Federal-gov,Assoc-acdm,12,Divorced,Other-service,Male,0,0,40,United-States,<=50K
22,Private,10th,6,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
43,Private,HS-grad,9,Divorced,Machine-op-inspct,Female,0,0,24,United-States,<=50K
45,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Male,0,0,42,United-States,<=50K
42,Private,HS-grad,9,Divorced,Sales,Female,0,0,42,United-States,<=50K
37,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Male,0,0,40,Mexico,<=50K
56,Private,9th,5,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K
35,?,10th,6,Divorced,?,Female,0,0,16,?,<=50K
40,Private,Assoc-acdm,12,Divorced,Adm-clerical,Female,0,0,32,United-States,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,55,United-States,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,<=50K
26,State-gov,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,70,United-States,<=50K
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,China,<=50K
22,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Mexico,<=50K
33,Private,Bachelors,13,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K
37,Private,HS-grad,9,Never-married,Transport-moving,Male,0,0,50,United-States,<=50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,98,United-States,<=50K
57,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Male,0,0,8,United-States,<=50K
47,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,60,United-States,<=50K
58,Local-gov,9th,5,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K
55,Private,11th,7,Widowed,Adm-clerical,Female,0,0,40,United-States,<=50K
52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,55,United-States,<=50K
29,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K
42,Private,Masters,14,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,60,United-States,<=50K
23,Private,12th,8,Never-married,Other-service,Female,0,0,30,United-States,<=50K
46,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,<=50K
30,Private,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,United-States,<=50K
25,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,30,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,80,United-States,>50K
56,Private,9th,5,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,43,United-States,<=50K
19,State-gov,Some-college,10,Never-married,Adm-clerical,Male,0,0,10,United-States,<=50K
20,Private,Some-college,10,Never-married,Sales,Female,0,0,18,United-States,<=50K
34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K
34,Private,9th,5,Divorced,Other-service,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
55,Private,9th,5,Married-civ-spouse,Tech-support,Female,0,0,23,United-States,<=50K
31,Private,Some-college,10,Never-married,Sales,Male,0,0,45,United-States,<=50K
30,Private,HS-grad,9,Divorced,Other-service,Female,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Divorced,Other-service,Male,0,0,40,United-States,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
58,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,36,United-States,<=50K
40,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
18,Self-emp-inc,11th,7,Never-married,Farming-fishing,Male,0,0,30,United-States,<=50K
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
57,Private,10th,6,Widowed,Other-service,Female,0,0,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
46,Private,HS-grad,9,Never-married,Other-service,Female,0,0,24,United-States,<=50K
39,Private,HS-grad,9,Never-married,Other-service,Female,0,0,38,United-States,<=50K
19,Private,HS-grad,9,Never-married,Craft-repair,Female,0,0,40,United-States,<=50K
41,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K
54,Private,HS-grad,9,Never-married,Adm-clerical,Male,0,0,41,United-States,<=50K
39,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K
26,Private,Prof-school,15,Never-married,Prof-specialty,Female,0,0,30,United-States,<=50K
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,50,United-States,<=50K
33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K
56,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
60,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Transport-moving,Male,0,0,70,United-States,<=50K
58,Private,12th,8,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Sales,Female,0,0,40,United-States,<=50K
56,Private,HS-grad,9,Widowed,Other-service,Female,0,0,40,United-States,<=50K
48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,>50K
38,Private,HS-grad,9,Divorced,Other-service,Male,0,0,32,United-States,<=50K
58,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K
23,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,50,United-States,<=50K
63,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,0,0,40,?,<=50K
51,Private,Bachelors,13,Divorced,Prof-specialty,Male,0,0,45,United-States,<=50K
22,?,5th-6th,3,Married-civ-spouse,?,Female,0,0,40,Mexico,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,70,United-States,<=50K
46,Federal-gov,Some-college,10,Divorced,Tech-support,Male,0,0,40,United-States,<=50K
64,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,England,>50K
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K
36,Private,Assoc-voc,11,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K
21,Private,HS-grad,9,Never-married,Other-service,Female,0,0,50,United-States,<=50K
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
31,Private,Assoc-voc,11,Never-married,Other-service,Female,0,0,40,United-States,<=50K
59,Local-gov,9th,5,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K
28,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Female,0,0,20,United-States,>50K
57,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,45,United-States,<=50K
53,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Male,0,0,60,United-States,<=50K
58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,60,United-States,>50K
19,Private,Some-college,10,Never-married,Other-service,Female,0,0,20,United-States,<=50K
39,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K
31,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Female,0,0,70,South,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
46,Local-gov,9th,5,Separated,Other-service,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K
27,Private,Bachelors,13,Never-married,Sales,Female,0,0,40,United-States,<=50K
33,Private,Some-college,10,Never-married,Transport-moving,Male,0,0,55,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Male,0,0,16,United-States,<=50K
55,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,45,United-States,<=50K
39,Private,Assoc-acdm,12,Never-married,Sales,Female,0,0,40,United-States,<=50K
41,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K
30,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K
39,Self-emp-inc,Bachelors,13,Married-spouse-absent,Sales,Male,0,0,40,United-States,<=50K
28,Private,HS-grad,9,Separated,Exec-managerial,Female,0,0,50,United-States,<=50K
25,Private,Some-college,10,Never-married,Sales,Male,0,0,24,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,50,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,60,United-States,<=50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K
70,Private,HS-grad,9,Divorced,Protective-serv,Female,0,0,32,United-States,<=50K
23,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K
61,Private,HS-grad,9,Widowed,Exec-managerial,Female,0,0,40,United-States,<=50K
45,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Male,0,0,55,United-States,>50K
56,Private,Some-college,10,Divorced,Other-service,Female,0,0,50,United-States,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,15,United-States,<=50K
30,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,Vietnam,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,25,?,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,40,United-States,>50K
60,?,HS-grad,9,Married-civ-spouse,?,Male,0,0,5,United-States,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K
71,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Farming-fishing,Male,0,0,2,United-States,<=50K
50,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,60,United-States,>50K
29,Local-gov,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,Iran,<=50K
60,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K
33,Private,Assoc-acdm,12,Never-married,Adm-clerical,Male,0,0,50,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Other-service,Female,0,0,35,?,>50K
33,Private,10th,6,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,0,0,52,United-States,<=50K
32,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,45,United-States,<=50K
21,Private,Some-college,10,Never-married,Other-service,Female,0,0,9,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Female,0,0,40,United-States,<=50K
38,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,0,35,United-States,>50K
39,State-gov,Some-college,10,Separated,Exec-managerial,Female,0,0,30,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Female,0,0,15,United-States,<=50K
21,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K
42,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,20,United-States,>50K
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,0,0,40,United-States,>50K
36,Private,11th,7,Divorced,Other-service,Female,0,0,40,United-States,<=50K
32,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,50,United-States,>50K
37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K
28,Private,Bachelors,13,Never-married,Sales,Male,0,0,40,United-States,<=50K
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
50,Private,HS-grad,9,Separated,Prof-specialty,Female,0,0,60,Puerto-Rico,<=50K
49,Private,11th,7,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K
40,Private,Some-college,10,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K
49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
33,Local-gov,HS-grad,9,Divorced,Protective-serv,Male,0,0,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K
41,Private,Masters,14,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
43,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,40,Jamaica,>50K
84,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Male,0,0,20,United-States,<=50K
23,Private,HS-grad,9,Never-married,Sales,Male,0,0,40,United-States,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,>50K
30,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Male,0,0,45,United-States,<=50K
46,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Male,0,0,40,India,<=50K
34,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,Masters,14,Divorced,Sales,Male,0,0,60,United-States,<=50K
27,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K
52,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Female,0,0,40,United-States,>50K
25,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K
52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,55,United-States,>50K
24,Private,HS-grad,9,Divorced,Exec-managerial,Female,0,0,50,United-States,<=50K
36,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K
66,?,Some-college,10,Married-civ-spouse,?,Male,0,0,20,United-States,<=50K
47,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,35,United-States,<=50K
55,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,0,0,50,United-States,<=50K
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,0,0,35,United-States,<=50K
48,Private,Some-college,10,Separated,Adm-clerical,Female,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,35,United-States,<=50K
33,Private,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Female,0,0,40,United-States,<=50K
27,Private,Some-college,10,Never-married,Prof-specialty,Female,0,0,48,?,<=50K
47,Private,Assoc-voc,11,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K
18,Private,11th,7,Never-married,Other-service,Female,0,0,24,United-States,<=50K
44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,>50K
23,Private,Some-college,10,Never-married,Craft-repair,Male,0,0,37,Mexico,<=50K
18,Private,10th,6,Never-married,Sales,Female,0,0,35,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,<=50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,35,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K
23,Private,Bachelors,13,Never-married,Sales,Female,0,0,60,United-States,<=50K
26,Private,Some-college,10,Never-married,Sales,Male,0,0,42,United-States,<=50K
42,Private,HS-grad,9,Widowed,Sales,Male,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K
40,Private,HS-grad,9,Never-married,Other-service,Male,0,0,25,United-States,<=50K
27,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,United-States,<=50K
24,Local-gov,Some-college,10,Separated,Protective-serv,Male,0,0,60,United-States,<=50K
42,Private,HS-grad,9,Divorced,Craft-repair,Female,0,0,40,United-States,<=50K
41,Private,HS-grad,9,Separated,Adm-clerical,Female,0,0,40,United-States,<=50K
23,Private,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,10,United-States,<=50K
42,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,65,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K
