safe,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
1,33.0518,12.7371,0.11157,612,98.0392,28.494,157.397,0,0,0.017639,367,0,1,73,0,-0.175,255,0,0,0,4,13.3791
1,28.2323,7.58692,0.107678,704,85.2273,0,0,0,0,0.017324,366,0,1,73,0,-0.77,1023,1.4875,1,19.3,4,12.9849
1,37.6543,10.8945,0.101191,656,91.4634,28.181,152.166,0,0,0.016253,366,0,1,81,0,-0.175,767,0,0,22.3,4,13.2831
1,41.0909,12.8755,0.071353,648,92.5926,28.569,152.151,0,-104,0.008378,367,0,1,75,0,0,255,3.01875,0,11.3,4,13.595
1,37.2537,8.39018,0.094705,600,100,29.531,153.65,0,0,0.019151,367,0,1,73,0,-0.28,511,3.01875,0,11.7,4,13.4063
1,34.2658,9.58709,0.09211,608,98.6842,30.066,160.201,0,8,0.018017,367,0,1,77,0,0.385,496,7.48125,0,17.1,4,13.2879
1,37.7343,12.3434,0.09211,596,100.671,30.031,160.576,0,-4,0.017891,367,0,1,78,0,0.28,767,4.50625,0,18.9,4,13.5033
1,37.8928,9.50599,0.098597,604,99.3377,0,0,0,8,0.018584,367,0,1,83,0,0.175,240,4.50625,0,0,4,13.7212
1,37.4761,15.9924,0.102489,648,92.5926,0,0,0,-2,0.017765,367,0,1,83,0,-0.175,255,3.01875,0,0,4,13.764
1,37.3272,11.0248,0.098597,656,91.4634,0,0,0,0,0.01808,367,0,1,82,0,0,255,3.01875,0,16,4,13.7572
1,36.6409,10.8804,0.09211,724,82.8729,0,0,0,0,0.016379,367,0,1,83,0,-0.385,255,0,0,16.5,4,13.7827
1,36.2008,11.3866,0.096002,676,88.7574,0,0,0,0,0.017072,367,0,1,77,0,-0.07,255,1.4875,0,16.5,4,13.763
1,29.7973,13.3065,0.103786,676,88.7574,0,0,0,-16,0.017261,367,0,1,81,0,0.28,1008,5.99375,0,28.4,4,13.235
1,32.017,13.7215,0.129732,660,90.9091,0,0,0,10,0.017513,367,0,1,81,0,0,496,4.50625,0,28,4,13.3305
1,33.2653,10.3135,0.089515,900,66.6667,30.243,149.145,0,0,0.017198,367,0,1,82,0,0,496,4.50625,0,20.2,4,13.3183
1,32.2153,11.4562,0.085623,728,82.4176,0,0,0,0,0.011654,371,0,1,80,0,0.28,240,5.99375,0,19.7,4,13.2081
1,42.3262,8.81103,0.079137,568,105.634,0,0,0,0,0.012599,367,0,1,79,0,0.28,496,7.48125,0,24.1,4,13.9097
1,41.01,10.2678,0.128435,768,78.125,27.678,143.634,0,0,0.0206,366,0,1,71,0,0.28,752,5.99375,0,0,4,14.0376
1,38.3305,10.0758,0.106381,744,80.6452,28.068,142.574,0,0,0.019214,366,0,1,76,0,0.175,767,3.01875,0,0,4,13.9286
1,38.1927,11.3373,0.106381,744,80.6452,28.068,142.574,0,0,0.019214,366,0,1,76,0,-0.07,511,3.01875,0,0,4,13.9225
1,36.9873,12.2994,0.079137,648,92.5926,28.401,141.898,0,0,0.015623,373,0,1,78,0,0.385,496,4.50625,0,0,4,13.8488
1,37.1323,12.439,0.123246,632,94.9367,28.582,139.219,0,-4,0.014363,379,0,1,77,0,0.28,240,5.99375,0,0,4,13.8978
1,36.259,12.4705,0.085623,592,101.351,28.582,139.219,0,0,0.01556,371,0,1,81,0,0.455,496,7.48125,0,23,4,13.8748
0,46.0708,10.8932,0.076542,832,72.1154,0,0,0,4,0.016568,369,2,1,51,0,0.07,752,3.01875,0,10.4,4,6.36271
0,49.307,12.0224,0.133624,832,72.1154,0,0,0,4,0.016568,369,2,1,51,0,0.175,1008,3.01875,0,10.4,4,6.467
0,63.5048,9.9639,0.090813,816,73.5294,28.398,338.568,0,-2,0.018395,367,2,1,52,0,-0.07,511,0,0,17.3,4,7.15867
0,54.7194,12.6085,0.103786,848,70.7547,0,0,0,-10,0.018521,367,2,1,52,0,0,511,1.4875,0,15.2,4,6.96111
0,50.2779,20.056,0.101191,836,71.7703,28.7,341.635,0,12,0.018269,367,2,1,53,0,0.175,496,3.01875,0,7.8,4,6.8887
0,49.7185,7.1188,0.086921,836,71.7703,28.7,341.635,0,16,0.018206,367,2,1,53,0,0.07,752,3.01875,0,7.8,4,6.87172
0,49.1978,8.86901,0.086921,836,71.7703,28.7,341.635,0,16,0.018206,367,2,1,53,0,0.175,496,3.01875,0,8.2,4,6.86015
0,48.3424,16.5183,0.088218,824,72.8155,0,0,0,8,0.01682,369,2,1,51,0,0.28,240,4.50625,0,20.8,4,6.95336
0,47.2767,10.5424,0.084326,908,66.0793,28.261,341.83,0,-6,0.017261,381,2,1,51,0,0.28,1008,5.99375,0,19.1,4,6.96101
0,39.8279,10.2219,0.096002,872,68.8073,28.261,341.83,0,-18,0.017072,378,2,1,50,0,0.28,240,5.99375,0,16.5,4,6.77348
0,26.277,15.6705,0.090813,844,71.09,0,0,0,-48,0.016694,359,2,1,49,0,0,240,1.4875,0,0,4,6.28082
0,39.0993,19.041,0.108975,896,66.9643,29.586,342.127,0,12,0.019907,367,2,1,51,0,0.28,496,3.01875,0,5.2,4,6.61505
0,35.8565,15.31,0.101191,884,67.8733,29.586,342.127,0,-22,0.020159,367,2,1,52,0,0.175,496,3.01875,0,7.6,4,6.5149
0,25.7103,12.9087,0.099894,824,72.8155,31.244,336.411,0,0,0.020726,367,0,1,51,0,0.07,240,1.4875,0,0,4,6.09958
0,25.1457,8.46585,0.093407,832,72.1154,0,0,0,0,0.019655,367,0,1,51,0,0,240,1.4875,0,1.9,4,6.04595
0,22.7211,20.1117,0.090813,696,86.2069,29.391,334.053,0,-24,0.01745,354,2,1,46,0,0.07,240,1.4875,0,4.3,4,5.08311
0,31.695,10.0612,0.09211,836,71.7703,0,0,0,-2,0.019466,364,2,1,49,0,0,752,3.01875,0,13,4,5.22675
0,29.4831,12.624,0.093407,840,71.4286,28.272,323.611,0,0,0.020411,366,2,1,49,0,0,752,3.01875,0,16,4,5.16055
0,25.161,16.4799,0.068758,676,88.7574,28.596,322.394,0,0,0.020663,366,0,1,48,0,0,240,1.4875,0,3.4,4,4.95758
0,24.4932,16.7992,0.094705,780,76.9231,26.975,315.828,0,0,0.01808,366,0,1,49,0,0.175,496,3.01875,0,29.9,4,4.79681
0,24.0762,11.4465,0.099894,788,76.1421,0,0,0,0,0.018269,366,0,1,51,0,0,511,1.4875,0,16.9,4,4.70241
0,23.4421,10.2275,0.093407,836,71.7703,0,0,0,0,0.016316,366,0,1,48,0,-0.07,255,1.4875,0,15.8,4,4.48691
0,23.4618,7.37811,0.103786,848,70.7547,26.472,315.067,0,-28,0.016505,367,0,1,47,0,0,752,1.4875,0,0,4,4.44999
0,23.2914,16.4356,0.088218,472,127.119,0,0,0,8,0.021482,366,0,1,45,0,-0.175,767,1.4875,0,15.4,4,4.30971
0,23.8059,8.23664,0.101191,820,73.1707,0,0,0,2,0.017828,404,2,1,51,0,0.07,240,3.01875,0,13.6,4,4.02811
0,24.1709,19.3971,0.086921,788,76.1421,0,0,0,4,0.018458,356,2,1,52,0,0,752,1.4875,0,17.1,4,3.92432
0,26.3203,12.4285,0.102489,788,76.1421,27.365,315.576,0,4,0.018458,356,2,1,52,0,0.07,752,1.4875,0,11,4,3.98388
0,51.0358,17.074,0.105083,776,77.3196,27.39,315.526,0,-26,0.019592,353,2,1,52,0,0.28,240,3.01875,0,17.1,4,4.4719
0,69.697,9.22865,0.127138,720,83.3333,0,0,0,-12,0.020726,369,2,1,53,0,0,1008,3.01875,0,9.1,4,5.35829
0,63.4478,6.34495,0.123246,584,102.74,0,0,0,0,0.020852,374,2,1,53,0,0,240,3.01875,0,13.9,4,5.30997
0,62.4769,11.0197,0.123246,584,102.74,0,0,0,24,0.021356,374,2,1,54,0,0,255,3.01875,0,16.5,4,5.30119
0,30.6598,18.0498,0.085623,864,69.4444,0,0,0,-40,0.023372,359,2,1,56,0,-0.28,255,3.01875,1,20.6,4,4.80845
0,33.9617,9.2125,0.090813,864,69.4444,27.707,313.373,0,-54,0.023309,360,2,1,56,0,-0.28,255,3.01875,1,18.4,4,4.87893
0,57.9897,10.0042,0.102489,788,76.1421,0,0,0,-6,0.020411,406,2,1,55,0,0.07,496,3.01875,0,8.4,4,6.83841
0,51.5356,7.78229,0.105083,832,72.1154,0,0,0,-52,0.020915,390,2,1,54,0,0,752,1.4875,0,8.4,4,6.77766
0,41.3335,16.6499,0.080434,392,153.061,27.896,328.29,0,2,0.02123,394,2,1,53,0,-0.07,767,0,0,15.4,4,6.57665
0,37.1487,12.0749,0.09211,824,72.8155,28.152,328.583,0,52,0.020537,400,2,1,50,0,0.07,240,1.4875,0,16.7,4,6.47356
0,36.9084,17.6562,0.09211,824,72.8155,28.152,328.583,0,52,0.020537,400,2,1,50,0,0,240,1.4875,0,17.6,4,6.47171
0,28.5504,16.6283,0.097299,744,80.6452,27.748,327.666,0,-176,0.019907,392,0,1,52,0,-0.56,511,3.01875,1,1.5,4,6.17837
0,27.8872,9.48983,0.093407,744,80.6452,0,0,0,-148,0.019907,391,0,1,52,0,-0.455,767,3.01875,1,0.2,4,6.13501
0,36.6544,10.0469,0.076542,756,79.3651,0,0,0,250,0.015308,388,0,1,51,0,-0.28,1023,3.01875,1,0,4,6.36159
0,42.6928,10.532,0.107678,384,156.25,27.251,328.138,0,0,0.017261,390,0,1,48,0,0.385,752,4.50625,0,12.3,4,6.74836
0,39.8548,14.9988,0.062272,832,72.1154,27.887,331.206,0,0,0.01619,373,0,1,59,0,0,511,0,0,13.2,4,7.00535
0,32.9765,18.7536,0.094705,780,76.9231,0,0,0,0,0.016694,368,0,1,62,0,-0.07,255,3.01875,1,16.9,4,6.79298
0,31.8204,10.1409,0.108975,792,75.7576,26.254,335.354,0,0,0.016883,366,0,0,10,0,0,511,3.01875,1,18.2,4,6.73993
0,30.0757,8.09517,0.103786,800,75,0,0,0,0,0.015623,366,0,1,61,0,-0.455,255,4.50625,1,0,4,6.64848
0,27.8802,6.00283,0.110273,828,72.4638,26.06,335.851,0,0,0.015686,366,0,1,60,0,0,511,1.4875,1,12.6,4,6.54575
0,23.3492,6.93668,0.088218,836,71.7703,0,0,0,-126,0.01619,367,0,1,56,0,0.07,752,3.01875,0,31.5,4,6.08913
0,23.2078,13.3504,0.098597,836,71.7703,0,0,0,-96,0.01619,367,0,1,54,0,0.175,1008,3.01875,0,23,4,6.05186
0,22.2911,5.62211,0.103786,784,76.5306,25.102,341.85,0,0,0.016064,367,0,1,54,0,0,496,3.01875,0,16.9,4,5.66888
0,21.9873,9.95846,0.094705,928,64.6552,0,0,0,-56,0.01997,379,2,1,55,0,0.07,1008,3.01875,0,21.7,4,5.29776
0,22.2302,8.83127,0.115462,864,69.4444,0,0,0,4,0.019655,380,2,1,54,0,0,752,1.4875,0,20.8,4,5.19358
0,22.5374,12.3292,0.105083,808,74.2574,0,0,0,-52,0.021041,387,2,1,54,0,0,752,1.4875,0,9.5,4,5.18952
0,56.5004,10.3387,0.090813,860,69.7674,0,0,0,-8,0.023939,428,2,1,53,0,0.07,240,4.50625,0,19.9,4,5.8098
0,53.5843,5.222,0.073947,888,67.5676,24.601,352.943,0,0,0.023939,424,2,1,54,0,0,240,4.50625,0,26.9,4,5.87945
0,49.333,9.93228,0.089515,852,70.4225,0,0,0,6,0.023813,428,2,1,54,0,0.175,240,4.50625,0,24.7,4,5.81777
0,48.9332,16.7936,0.089515,796,75.3769,0,0,0,24,0.022805,427,2,1,54,0,0.175,240,4.50625,0,23.4,4,5.81829
0,45.7929,19.765,0.089515,772,77.7202,0,0,0,-32,0.023687,437,2,1,54,0,0.28,240,4.50625,0,14.7,4,5.78529
0,28.314,10.0957,0.102489,756,79.3651,0,0,0,4,0.016631,408,2,1,51,0,0.175,1008,3.01875,0,5.4,4,5.37605
0,25.4703,18.4594,0.094705,896,66.9643,0,0,0,-42,0.020159,376,2,1,44,0,0.28,752,4.50625,0,6.5,4,5.19523
0,58.0149,10.0357,0.081731,852,70.4225,23.608,352.534,0,18,0.017513,367,2,1,47,0,0,752,3.01875,0,25.2,4,5.97353
0,59.9787,18.1221,0.127138,400,150,0,0,0,34,0.018773,367,0,1,49,0,0.28,752,4.50625,0,29.5,4,6.21707
0,57.2559,9.87735,0.085623,572,104.895,0,0,0,34,0.018773,367,0,1,49,0,0,255,3.01875,0,20.8,4,6.17772
0,39.0451,12.6934,0.101191,868,69.1244,24.049,350.727,0,0,0.01556,367,0,1,50,0,0,511,1.4875,0,0,4,5.8914
1,32.8574,8.2261,0.107678,636,94.3396,28.142,124.625,0,12,0.017891,366,0,1,83,0,0.28,240,7.48125,0,13.6,4,13.6383
1,35.5037,9.77584,0.090813,724,82.8729,28.142,124.625,0,-20,0.017891,366,0,1,83,0,0,496,3.01875,0,5.8,4,13.8467
1,33.1664,10.7207,0.096002,700,85.7143,28.142,124.625,0,28,0.018269,367,0,1,82,0,-0.175,767,0,0,15.6,4,13.5277
1,33.1441,11.3657,0.096002,700,85.7143,28.142,124.625,0,28,0.018269,367,0,1,82,0,-0.28,767,0,0,15.6,4,13.507
1,32.5575,13.3433,0.085623,752,79.7872,28.142,124.625,0,0,0.016127,367,0,1,82,0,0,496,3.01875,0,15.2,4,13.4484
1,32.4573,11.7884,0.097299,688,87.2093,28.142,124.625,0,0,0.018584,367,0,1,82,0,-0.875,1023,3.01875,1,22.6,4,13.4108
0,34.9292,9.68436,0.070056,612,98.0392,29.073,108.994,0,-4,0.01556,324,3,0,99,0,-0.175,511,0,0,0,4,13.6096
1,32.9651,7.1256,0.096002,588,102.041,29.073,108.994,0,8,0.016127,288,2,1,80,0,-0.175,511,0,0,24.3,4,13.4565
1,33.1288,10.6072,0.090813,600,100,29.073,108.994,0,-14,0.01556,280,2,1,80,0,-0.28,511,0,0,31.3,4,13.4372
1,33.9513,10.8563,0.086921,632,94.9367,29.073,108.994,0,12,0.01556,277,2,1,79,0,-0.455,511,0,0,19.7,4,13.4968
1,33.8265,11.2883,0.086921,648,92.5926,29.073,108.994,0,12,0.01556,277,2,1,79,0,-0.28,767,1.4875,0,19.7,4,13.482
1,31.6452,8.4383,0.115462,624,96.1538,29.073,108.994,0,-24,0.015182,272,2,1,80,0,-0.175,511,1.4875,0,21,4,13.2437
1,31.7695,14.9723,0.118057,660,90.9091,29.073,108.994,0,4,0.015875,275,2,1,77,0,-0.28,255,1.4875,0,0,4,13.1574
1,31.9586,8.18018,0.096002,632,94.9367,29.073,108.994,0,-18,0.015749,286,2,1,75,0,-0.07,511,1.4875,0,23.6,4,13.1075
1,33.1929,14.6387,0.11157,668,89.8204,29.073,108.994,0,0,0.015245,286,2,1,69,0,-0.175,767,0,0,18.6,4,13.0914
1,35.5278,11.9609,0.097299,680,88.2353,29.073,108.994,0,-2,0.015812,291,2,1,67,13.2,-0.175,767,0,0,0,4,13.1849
1,35.1316,9.6126,0.088218,664,90.3614,29.073,108.994,0,-2,0.01619,275,2,1,67,0,0.455,496,4.50625,0,0,4,13.1621
1,34.1101,12.4905,0.099894,660,90.9091,29.073,108.994,0,-12,0.014489,305,2,1,68,0,0.175,240,4.50625,0,4.1,4,13.0682
1,34.8737,10.6929,0.07265,624,96.1538,29.073,108.994,0,0,0.01493,310,2,1,71,0,0,1023,1.4875,0,0,4,13.0979
1,34.6244,17.1634,0.09211,608,98.6842,29.073,108.994,0,0,0.017828,315,0,1,74,0,-0.28,511,1.4875,0,21.9,4,13.0855
1,34.5655,12.0234,0.09211,608,98.6842,29.073,108.994,0,0,0.017828,315,0,1,74,0,0,511,1.4875,0,25,4,13.068
1,33.3714,10.5322,0.094705,656,91.4634,29.073,108.994,0,0,0.018521,322,0,1,77,24.8,0.07,511,1.4875,0,0,4,12.9765
1,32.0546,11.8002,0.121948,600,100,29.073,108.994,0,8,0.017387,376,0,1,76,19.6,0,767,3.01875,0,0,4,12.8181
1,35.5473,12.0586,0.094705,648,92.5926,29.073,108.994,0,0,0.016379,410,2,1,76,0,-0.175,255,1.4875,1,0,4,12.9954
1,34.4954,11.9107,0.098597,624,96.1538,29.073,108.994,0,-50,0.015875,423,2,1,77,0,-0.28,1023,0,0,4.5,4,12.9009
1,34.2147,16.4612,0.108975,624,96.1538,29.073,108.994,0,-60,0.015056,421,2,1,78,17.2,0.175,511,1.4875,0,0,4,12.9101
1,37.3912,8.00334,0.075245,616,97.4026,29.073,108.994,0,0,0.017198,418,2,1,77,27.6,0.175,511,3.01875,0,0,4,13.0796
1,40.8078,12.9641,0.088218,592,101.351,20.762,142.805,0,0,0.020222,366,2,1,58,25.2,0,240,1.4875,1,0,1,13.5078
1,39.9267,11.2195,0.090813,596,100.671,20.762,142.805,0,0,0.020348,366,2,1,59,25.2,0,240,1.4875,1,0,1,13.4832
1,39.5746,12.7842,0.089515,596,100.671,20.762,142.805,0,0,0.020348,366,2,1,59,25.2,0,240,1.4875,1,0,1,13.4844
1,38.2358,12.2992,0.062272,600,100,20.762,142.805,0,0,0.020411,366,0,1,60,25.2,0,240,1.4875,1,0,1,13.4342
1,35.8386,10.9445,0.098597,544,110.294,20.762,142.805,0,0,0.010457,366,0,1,63,0,1.855,497,122.981,0,26.5,1,13.293
1,37.933,12.1205,0.088218,524,114.504,20.762,142.805,0,-172,0.01241,366,0,1,68,0,1.75,496,55.5187,0,25.2,2,13.4593
1,35.3438,7.75305,0.096002,564,106.383,0.038,216.242,0,0,0.014552,366,0,1,76,0,0,767,5.99375,0,36.7,3,13.3446
1,36.3098,11.7747,0.090813,576,104.167,0.038,216.242,0,0,0.013796,366,0,1,80,0,0.77,240,16.4937,0,0,3,13.3836
1,35.8384,11.2671,0.09211,588,102.041,0.038,216.242,0,0,0.013985,366,0,1,81,13.2,0.455,1008,21,0,0,4,13.3429
1,35.6658,15.0823,0.376224,600,100,0.038,216.242,0,0,0.013985,366,0,1,82,16.4,0.665,752,19.5125,0,0,4,13.3133
1,34.8745,11.9629,0.102489,612,98.0392,0,0,0,0,0.019655,366,0,1,79,22.4,-0.07,1023,7.48125,1,0,3,13.2515
1,34.8503,15.9447,0.102489,608,98.6842,0,0,0,0,0.019655,366,0,1,79,22.4,-0.07,511,5.99375,1,0,3,13.2671
1,33.3732,11.1967,0.102489,596,100.671,4.339,152.264,0,4,0.016316,367,2,1,72,20.4,-0.175,1023,1.4875,1,0,3,13.1568
1,32.3616,11.4138,0.112867,620,96.7742,7.332,116.257,0,0,0.015875,369,2,1,69,26,0,240,3.01875,0,0,1,13.0725
1,31.9732,10.5092,0.115462,624,96.1538,0,0,0,0,0.015875,366,0,1,68,22.8,0,255,3.01875,0,0,1,12.9786
1,31.99,13.2246,0.115462,612,98.0392,0,0,0,0,0.015875,366,0,1,67,22.8,0,255,3.01875,0,0,1,12.9527
1,34.06,10.1078,0.099894,608,98.6842,0,0,0,0,0.015938,366,0,1,65,22.4,0,240,3.01875,0,0,1,13.0758
1,33.1519,11.473,0.081731,648,92.5926,0,0,0,0,0.015875,366,0,1,65,22.4,0,240,3.01875,0,0,1,12.9988
1,40.2477,9.50854,0.097299,664,90.3614,0,0,0,0,0.015938,366,0,1,65,22,0,240,3.01875,0,0,1,13.3222
1,35.4629,12.244,0.108975,692,86.7052,0,0,0,0,0.015875,366,0,1,65,22,0,240,3.01875,0,0,1,13.057
1,39.9558,11.699,0.090813,592,101.351,0,0,0,0,0.015812,366,0,1,65,22,0,240,3.01875,0,0,1,13.5495
1,39.4955,11.7444,0.115462,852,70.4225,0,0,0,0,0.015812,366,0,1,65,22,0,240,3.01875,0,0,1,13.6783
1,39.379,12.17,0.106381,852,70.4225,0,0,0,0,0.015812,366,0,1,65,22,0,240,3.01875,0,0,1,13.6709
1,35.0953,11.0484,0.088218,748,80.2139,0,0,0,0,0.015875,366,0,1,66,22,0,240,3.01875,0,0,1,13.4759
1,34.3584,8.50649,0.106381,764,78.534,0,0,0,0,0.015812,366,0,1,64,0,0,240,3.01875,0,0,1,13.4273
1,34.1065,10.8017,0.094705,768,78.125,0.051,199.91,0,0,0.015875,366,0,1,64,0,0,255,3.01875,0,0,1,13.4039
1,34.9025,12.5473,0.094705,648,92.5926,0.017,66.844,0,0,0.015938,366,0,1,63,23.2,0,240,3.01875,0,0,1,13.3818
1,36.541,10.5211,0.094705,692,86.7052,0.031,322.922,0,0,0.016001,366,0,1,63,23.2,0,240,3.01875,0,0,1,13.5186
1,37.5495,12.4285,0.084326,740,81.0811,0.02,117.887,0,0,0.015875,366,0,1,64,23.2,0,240,3.01875,0,0,1,13.5854
1,37.4463,19.1509,0.106381,828,72.4638,0.02,117.887,0,0,0.015812,366,0,1,64,23.6,0,240,3.01875,0,0,1,13.5914
1,33.7017,12.699,0.112867,764,78.534,0.02,117.887,0,0,0.015812,366,0,1,65,0,0,240,3.01875,0,1.9,1,13.3667
1,36.5778,13.1102,0.079137,700,85.7143,0.02,117.887,0,0,0.015875,366,0,1,73,0,1.05,753,76.5187,0,13,2,13.519
1,34.7113,10.4847,0.09211,608,98.6842,0.02,117.887,0,-26,0.011591,366,0,1,78,0,0.175,496,11.9875,0,37.6,2,13.4166
1,35.2263,10.4737,0.09211,600,100,0.02,117.887,0,-8,0.014426,366,0,1,78,0,0.07,1008,5.99375,0,38.4,3,13.4557
0,34.8283,13.6011,0.077839,616,97.4026,0.02,117.887,0,36,0.016127,372,0,1,78,0,0.175,1008,11.9875,0,34.1,3,13.4265
1,35.4671,8.26759,0.108975,616,97.4026,0,0,0,40,0.016442,404,2,1,77,0,0.385,1008,4.50625,0,26.9,4,13.4676
1,38.2262,7.43524,0.107678,632,94.9367,0,0,0,30,0.014678,402,2,1,77,0,0,255,1.4875,0,36,4,13.6738
1,36.3228,12.8503,0.089515,612,98.0392,0,0,0,16,0.015119,407,2,1,76,0,-0.07,511,0,0,26.5,4,13.5675
1,34.4879,12.8651,0.083029,668,89.8204,0,0,0,-12,0.015434,418,2,1,76,0,0,511,0,0,0,4,13.4516
1,36.8085,12.3948,0.09211,564,106.383,0,0,0,12,0.016883,413,2,1,80,0,-0.56,1023,1.4875,1,41.7,4,13.6321
1,36.5036,12.8002,0.106381,656,91.4634,0,0,0,46,0.016253,426,2,1,81,0,-0.455,1023,0,0,29.9,4,13.6393
1,36.494,12.1171,0.115462,608,98.6842,0,0,0,-24,0.013859,380,2,1,79,0,0,496,3.01875,0,0,4,13.6385
1,36.5096,11.6044,0.115462,608,98.6842,0,0,0,-24,0.013859,380,2,1,79,0,0.175,240,3.01875,0,0,4,13.6405
1,37.0731,11.6696,0.090813,600,100,0,0,0,4,0.013355,321,2,1,79,0,0.455,1008,5.99375,0,0,4,13.6771
1,37.8466,17.1602,0.101191,708,84.7458,0,0,0,4,0.013544,286,2,1,79,0,0.28,1008,5.99375,0,21,4,13.8377
1,33.929,11.5274,0.080434,668,89.8204,0,0,0,0,0.013607,273,2,1,79,0,0.175,752,4.50625,0,10.2,4,13.5826
1,33.9651,8.79352,0.080434,676,88.7574,0,0,0,0,0.013607,273,2,1,79,0,0.175,752,4.50625,0,15.4,4,13.5617
1,33.5203,7.87632,0.105083,660,90.9091,31.442,321.982,0,6,0.014111,269,2,1,79,0,0.385,752,5.99375,0,26.7,4,13.5279
1,33.1558,11.5317,0.11157,724,82.8729,0,0,0,2,0.013859,269,2,1,80,0,0.455,240,5.99375,0,0,4,13.4209
1,33.1075,10.2378,0.089515,736,81.5217,0,0,0,-12,0.013922,275,2,1,80,0,0.385,752,5.99375,0,0,4,13.3981
1,33.0647,10.4997,0.089515,708,84.7458,0,0,0,-6,0.014174,279,2,1,80,0,0.455,752,5.99375,0,0,4,13.391
1,33.0671,11.8262,0.098597,700,85.7143,0,0,0,-8,0.014174,279,2,1,80,0,0,752,5.99375,0,0,4,13.3727
1,33.4464,10.6269,0.080434,704,85.2273,29.459,314.25,0,-8,0.014615,266,2,1,79,0,0.28,240,7.48125,0,17.1,4,13.3129
1,32.7728,12.1589,0.103786,772,77.7202,29.459,314.25,0,-4,0.014363,273,2,1,78,0,0.07,496,4.50625,0,29.9,4,13.2453
1,35.9515,11.8228,0.09211,600,100,29.459,314.25,0,-2,0.0143,269,2,1,78,0,0.175,1008,5.99375,0,34.7,4,13.4223
1,36.5737,16.5935,0.090813,644,93.1677,29.459,314.25,0,-8,0.014804,266,2,1,78,0,0.56,752,7.48125,0,35.2,4,13.4818
1,35.5506,10.5664,0.102489,796,75.3769,29.459,314.25,0,-8,0.014237,272,2,1,78,0,0.07,496,5.99375,0,0,4,13.4223
1,35.5994,10.7403,0.118057,840,71.4286,29.459,314.25,0,4,0.014111,276,2,1,78,0,0.385,752,5.99375,0,0,4,13.4221
1,35.2266,12.5917,0.118057,788,76.1421,29.459,314.25,0,-18,0.0143,280,2,1,77,0,0.28,752,5.99375,0,0,4,13.4354
1,34.3044,15.8449,0.083029,664,90.3614,29.459,314.25,0,28,0.014615,274,2,1,78,0,0.175,752,5.99375,0,24.3,4,13.3703
0,33.3968,16.1906,0.088218,696,86.2069,0,0,0,-16,0.015938,373,0,0,100,0,-0.455,255,1.4875,0,28.4,4,13.3357
1,36.0122,11.3081,0.094705,592,101.351,0,0,0,-46,0.014426,271,1,1,77,0,-0.28,767,0,0,44.5,4,13.3733
1,36.1941,15.839,0.094705,592,101.351,0,0,0,-46,0.014426,271,1,1,77,0,-0.28,767,0,0,44.5,4,13.39
1,34.8047,15.9034,0.097299,600,100,0,0,0,-10,0.016757,280,1,1,79,0,-0.385,255,0,0,25,4,13.3045
1,33.4822,10.9017,0.093407,672,89.2857,0,0,0,18,0.015875,280,1,1,75,0,-0.175,511,0,0,15.4,4,13.1419
1,33.709,11.7541,0.094705,664,90.3614,0,0,0,0,0.016316,280,1,1,76,0,-0.28,511,0,0,14.5,4,13.1768
1,33.8242,7.47537,0.120651,660,90.9091,0,0,0,0,0.01619,287,1,1,76,0,-0.28,511,0,0,12.8,4,13.1597
1,33.7819,12.785,0.093407,676,88.7574,0,0,0,8,0.015875,282,1,1,78,0,-0.385,511,0,0,12.3,4,13.1271
1,33.6939,12.9141,0.101191,656,91.4634,0,0,0,0,0.015938,280,1,1,79,0,-0.455,511,0,0,21.5,4,13.1188
1,33.7697,12.5288,0.11157,676,88.7574,0,0,0,28,0.016505,275,1,1,79,0,-0.07,496,0,0,21.5,4,13.1218
1,33.5647,10.2618,0.123246,668,89.8204,0,0,0,-20,0.016001,273,1,1,79,0,-0.385,511,0,0,21,4,13.0701
1,33.7243,10.8937,0.123246,676,88.7574,0,0,0,-6,0.015875,274,1,1,79,0,-0.385,511,0,0,21,4,13.0788
1,33.7147,11.4977,0.083029,648,92.5926,0,0,0,-20,0.016442,274,1,1,75,0,-0.455,511,0,0,21,4,13.036
1,33.7593,10.1198,0.101191,660,90.9091,0,0,0,-60,0.016379,275,1,1,74,0,-0.28,511,0,0,21,4,13.0409
1,34.8275,12.7022,0.085623,624,96.1538,31.64,301.099,0,4,0.016127,286,1,1,75,0,-0.455,255,0,0,25.4,4,13.0391
1,35.2447,12.1166,0.085623,624,96.1538,31.64,301.099,0,4,0.016127,286,1,1,75,0,-0.385,255,0,0,26.3,4,13.0699
1,36.5521,16.0866,0.086921,592,101.351,31.64,301.099,0,14,0.016064,276,2,1,72,0,-0.665,255,1.4875,1,28,4,13.1974
1,37.7119,11.6034,0.107678,600,100,31.64,301.099,0,2,0.015875,278,2,1,74,0,0,1023,1.4875,0,0,4,13.2767
1,37.8124,10.8879,0.080434,608,98.6842,31.64,301.099,0,2,0.015875,278,2,1,74,0,-0.175,255,0,0,0,4,13.2767
0,34.4674,12.1977,0.076542,628,95.5414,0,0,0,-16,0.018269,273,3,0,93,0,-0.385,511,1.4875,1,21.9,4,12.9659
