Cust_id,Age,Account_balance,Personal_loan_ind,Home_loan_ind,Prime_Customer_ind,Overall_Satisfaction
CX01-11172,40,39400,0,0,1,Satisfied
CX01-11173,41,19086,1,1,1,Dis Satisfied
CX01-11174,33,58915,1,1,1,Satisfied
CX01-11175,67,38099,1,1,1,Dis Satisfied
CX01-11176,51,22012,0,0,0,Dis Satisfied
CX01-11177,64,13910,0,0,0,Dis Satisfied
CX01-11178,35,5947,0,0,1,Dis Satisfied
CX01-11179,31,94205,1,1,1,Satisfied
CX01-1118,52,16098,0,0,1,Dis Satisfied
CX01-11180,49,32075,1,0,1,Satisfied
CX01-11181,31,37686,1,1,1,Satisfied
CX01-11182,35,33989,0,1,1,Dis Satisfied
CX01-11183,69,27937,1,1,1,Dis Satisfied
CX01-11184,27,74718,1,0,1,Satisfied
CX01-11185,44,72629,1,0,1,Satisfied
CX01-11186,61,8102,0,1,0,Dis Satisfied
CX01-11187,66,30924,1,1,0,Dis Satisfied
CX01-11188,38,28000,1,0,1,Dis Satisfied
CX01-11189,68,22926,0,1,0,Dis Satisfied
CX01-1119,74,23077,1,1,0,Dis Satisfied
CX01-11190,54,4940,0,0,0,Dis Satisfied
CX01-11191,52,15043,0,0,1,Dis Satisfied
CX01-11192,39,79073,0,0,1,Satisfied
CX01-11193,70,7968,0,1,0,Dis Satisfied
CX01-11194,53,22055,1,0,0,Dis Satisfied
CX01-11195,63,8080,0,1,1,Dis Satisfied
CX01-11196,71,22041,0,0,0,Dis Satisfied
CX01-11197,43,47468,0,0,0,Satisfied
CX01-11198,43,83212,1,0,0,Satisfied
CX01-11199,53,15993,1,0,0,Dis Satisfied
CX01-112,55,28958,0,1,1,Dis Satisfied
CX01-1120,66,19968,0,0,0,Dis Satisfied
CX01-11200,34,44980,0,0,1,Satisfied
CX01-11201,71,33985,0,1,1,Dis Satisfied
CX01-11202,40,59552,1,1,0,Satisfied
CX01-11203,24,52078,0,1,1,Satisfied
CX01-11204,25,30988,1,0,1,Satisfied
CX01-11205,38,37000,1,1,0,Dis Satisfied
CX01-11206,48,35958,1,0,0,Dis Satisfied
CX01-11207,50,7085,0,1,1,Dis Satisfied
CX01-11208,46,49368,0,0,1,Satisfied
CX01-11209,36,61888,1,1,0,Satisfied
CX01-1121,48,53999,1,0,1,Satisfied
CX01-11210,46,61389,1,0,0,Satisfied
CX01-11211,31,19025,1,0,0,Dis Satisfied
CX01-11212,37,29090,0,1,0,Dis Satisfied
CX01-11213,61,22011,0,1,1,Dis Satisfied
CX01-11214,51,20056,1,0,0,Dis Satisfied
CX01-11215,45,17976,1,1,0,Dis Satisfied
CX01-11216,47,16035,0,1,0,Dis Satisfied
CX01-11217,72,10932,1,1,1,Dis Satisfied
CX01-11218,52,6983,0,0,0,Dis Satisfied
CX01-11219,43,31029,0,0,0,Satisfied
CX01-1122,33,48200,1,0,1,Satisfied
CX01-11220,58,14096,1,1,1,Dis Satisfied
CX01-11221,50,36930,0,1,0,Dis Satisfied
CX01-11222,50,90532,1,1,0,Satisfied
CX01-11223,20,73723,0,1,0,Satisfied
CX01-11224,27,89075,1,1,1,Satisfied
CX01-11225,50,34026,1,0,0,Dis Satisfied
CX01-11226,72,6993,0,1,0,Dis Satisfied
CX01-11227,28,44884,1,0,1,Satisfied
CX01-11228,44,70344,1,1,1,Satisfied
CX01-11229,37,22960,1,1,0,Dis Satisfied
CX01-1123,21,80079,0,0,0,Satisfied
CX01-11230,47,35986,1,1,1,Satisfied
CX01-11231,60,7996,0,0,1,Dis Satisfied
CX01-11232,67,27094,0,0,1,Dis Satisfied
CX01-11233,44,37611,0,0,1,Satisfied
CX01-11234,51,30985,0,1,1,Dis Satisfied
CX01-11235,59,19994,1,1,0,Dis Satisfied
CX01-11236,46,33073,1,1,1,Satisfied
CX01-11237,49,19997,0,0,0,Dis Satisfied
CX01-11238,59,22964,0,0,1,Dis Satisfied
CX01-11239,40,32745,1,0,0,Satisfied
CX01-1124,51,16027,1,0,0,Dis Satisfied
CX01-11240,42,63214,1,0,1,Satisfied
CX01-11241,38,93126,0,0,1,Satisfied
CX01-11242,65,37106,1,1,0,Dis Satisfied
CX01-11243,43,51532,0,1,1,Satisfied
CX01-11244,33,74574,1,1,1,Satisfied
CX01-11245,45,19009,1,0,0,Dis Satisfied
CX01-11246,53,14015,1,0,0,Dis Satisfied
CX01-11247,43,30932,1,0,0,Dis Satisfied
CX01-11248,47,6073,0,1,0,Dis Satisfied
CX01-11249,33,80220,1,1,1,Satisfied
CX01-1125,48,24987,1,1,0,Dis Satisfied
CX01-11250,70,18074,1,1,0,Dis Satisfied
CX01-11251,41,15089,1,1,0,Dis Satisfied
CX01-11252,67,32035,1,0,0,Dis Satisfied
CX01-11253,53,27945,1,1,0,Dis Satisfied
CX01-11254,34,61881,1,1,1,Satisfied
CX01-11255,46,61550,0,0,1,Satisfied
CX01-11256,58,34047,0,1,1,Dis Satisfied
CX01-11257,34,23960,0,0,1,Dis Satisfied
CX01-11258,75,20028,1,0,1,Dis Satisfied
CX01-11259,46,12935,0,1,0,Dis Satisfied
CX01-1126,41,34924,1,0,1,Satisfied
CX01-11260,60,9070,1,1,1,Dis Satisfied
CX01-11261,42,35969,1,0,1,Satisfied
CX01-11262,46,31091,1,0,0,Dis Satisfied
CX01-11263,36,5012,1,0,0,Dis Satisfied
CX01-11264,34,77884,0,0,0,Satisfied
CX01-11265,23,51567,1,1,0,Satisfied
CX01-11266,33,64116,1,1,1,Satisfied
CX01-11267,34,39058,0,0,1,Dis Satisfied
CX01-11268,40,58952,0,1,1,Satisfied
CX01-11269,39,83650,0,0,1,Satisfied
CX01-1127,37,37096,1,1,1,Satisfied
CX01-11270,57,32098,1,1,0,Dis Satisfied
CX01-11271,49,35094,1,0,0,Satisfied
CX01-11272,54,7009,0,1,1,Dis Satisfied
CX01-11273,46,30466,0,1,0,Dis Satisfied
CX01-11274,46,51751,0,1,0,Satisfied
CX01-11275,30,90397,1,1,1,Satisfied
CX01-11276,42,9065,1,1,0,Dis Satisfied
CX01-11277,69,23935,1,0,1,Dis Satisfied
CX01-11278,39,65572,1,1,1,Satisfied
CX01-11279,40,52626,0,1,0,Satisfied
CX01-1128,54,22963,1,1,0,Dis Satisfied
CX01-11280,54,38113,0,0,0,Dis Satisfied
CX01-11281,26,69086,0,1,1,Satisfied
CX01-11282,60,28073,1,0,0,Dis Satisfied
CX01-11283,41,86057,1,1,0,Satisfied
CX01-11284,35,9025,0,1,1,Dis Satisfied
CX01-11285,46,17106,0,0,0,Dis Satisfied
CX01-11286,44,31269,0,0,1,Satisfied
CX01-11287,36,24086,0,1,1,Dis Satisfied
CX01-11288,41,27917,1,1,1,Dis Satisfied
CX01-11289,66,18947,0,1,1,Dis Satisfied
CX01-1129,43,57305,1,1,1,Satisfied
CX01-11290,49,44696,0,1,0,Dis Satisfied
CX01-11291,35,82157,0,0,1,Satisfied
CX01-11292,33,98984,1,1,0,Satisfied
CX01-11293,33,85663,1,0,0,Satisfied
CX01-11294,40,32959,1,0,0,Satisfied
CX01-11295,49,6036,0,0,1,Dis Satisfied
CX01-11296,67,24975,1,1,0,Dis Satisfied
CX01-11297,51,5967,0,1,1,Dis Satisfied
CX01-11298,33,24094,1,1,0,Dis Satisfied
CX01-11299,27,76040,1,1,1,Satisfied
CX01-113,55,22077,0,0,0,Dis Satisfied
CX01-1130,41,85088,1,0,1,Satisfied
CX01-11300,51,14945,1,0,1,Dis Satisfied
CX01-11301,29,76665,1,1,1,Satisfied
CX01-11302,75,28064,0,0,0,Dis Satisfied
CX01-11303,66,36071,1,0,1,Dis Satisfied
CX01-11304,27,54530,0,1,1,Satisfied
CX01-11305,72,31114,1,0,1,Dis Satisfied
CX01-11306,51,13056,0,1,0,Dis Satisfied
CX01-11307,45,71404,1,0,1,Satisfied
CX01-11308,44,21108,0,0,0,Dis Satisfied
CX01-11309,57,11990,1,1,1,Dis Satisfied
CX01-1131,49,57512,1,1,1,Satisfied
CX01-11310,43,50453,1,0,1,Satisfied
CX01-11311,56,22104,1,1,1,Dis Satisfied
CX01-11312,39,15913,0,1,0,Dis Satisfied
CX01-11313,46,22985,1,0,0,Dis Satisfied
CX01-11314,60,22978,1,1,1,Dis Satisfied
CX01-11315,48,52507,0,1,1,Satisfied
CX01-11316,59,42724,1,1,1,Dis Satisfied
CX01-11317,43,32931,1,0,0,Dis Satisfied
CX01-11318,61,9940,0,1,1,Dis Satisfied
CX01-11319,43,26040,0,1,0,Dis Satisfied
CX01-1132,56,34933,1,1,1,Dis Satisfied
CX01-11320,20,79188,1,0,1,Satisfied
CX01-11321,71,5984,0,1,0,Dis Satisfied
CX01-11322,48,94209,0,0,1,Satisfied
CX01-11323,43,81577,1,0,1,Satisfied
CX01-11324,33,16063,1,1,1,Dis Satisfied
CX01-11325,41,57044,1,0,1,Satisfied
CX01-11326,61,36057,1,0,0,Dis Satisfied
CX01-11327,24,89754,1,0,0,Satisfied
CX01-11328,47,60191,1,0,1,Satisfied
CX01-11329,32,65778,1,1,1,Satisfied
CX01-1133,46,17977,1,0,0,Dis Satisfied
CX01-11330,57,9922,1,0,0,Dis Satisfied
CX01-11331,39,8087,0,1,1,Dis Satisfied
CX01-11332,37,19043,1,0,0,Dis Satisfied
CX01-11333,40,63803,1,1,1,Satisfied
CX01-11334,34,12961,1,0,0,Dis Satisfied
CX01-11335,46,84834,1,1,1,Satisfied
CX01-11336,59,8037,0,0,1,Dis Satisfied
CX01-11337,39,25944,0,1,1,Dis Satisfied
CX01-11338,22,83945,1,1,1,Satisfied
CX01-11339,49,37046,0,0,1,Dis Satisfied
CX01-1134,30,38024,0,0,1,Satisfied
CX01-11340,43,103589,1,1,0,Satisfied
CX01-11341,67,26010,1,1,0,Dis Satisfied
CX01-11342,47,47511,0,0,0,Dis Satisfied
CX01-11343,36,35995,0,0,0,Satisfied
CX01-11344,41,45739,1,1,1,Satisfied
CX01-11345,42,26050,0,1,1,Dis Satisfied
CX01-11346,53,32940,0,1,1,Dis Satisfied
CX01-11347,31,91493,1,1,1,Satisfied
CX01-11348,56,5955,0,1,0,Dis Satisfied
CX01-11349,50,45616,0,1,1,Satisfied
CX01-1135,41,7940,0,0,0,Dis Satisfied
CX01-11350,36,96528,0,0,1,Satisfied
CX01-11351,69,27944,1,1,1,Dis Satisfied
CX01-11352,38,26925,1,1,1,Dis Satisfied
CX01-11353,68,25050,1,0,0,Dis Satisfied
CX01-11354,48,45803,1,0,1,Satisfied
CX01-11355,45,79429,1,1,1,Satisfied
CX01-11356,71,18992,1,0,0,Dis Satisfied
CX01-11357,70,5941,1,0,1,Dis Satisfied
CX01-11358,63,7915,1,0,1,Dis Satisfied
CX01-11359,64,7982,0,0,1,Dis Satisfied
CX01-1136,50,37114,0,1,0,Dis Satisfied
CX01-11360,49,15945,1,1,1,Dis Satisfied
CX01-11361,59,9105,1,0,1,Dis Satisfied
CX01-11362,32,54046,0,0,1,Satisfied
CX01-11363,30,33008,0,0,1,Satisfied
CX01-11364,52,15939,1,1,0,Dis Satisfied
CX01-11365,41,11090,1,1,0,Dis Satisfied
CX01-11366,24,31014,0,0,1,Satisfied
CX01-11367,37,6053,1,0,1,Dis Satisfied
CX01-11368,41,32078,0,1,1,Dis Satisfied
CX01-11369,46,8096,1,0,1,Dis Satisfied
CX01-1137,58,13006,0,0,1,Dis Satisfied
CX01-11370,26,53119,1,0,1,Satisfied
CX01-11371,48,20948,0,0,1,Dis Satisfied
CX01-11372,26,103186,0,1,1,Satisfied
CX01-11373,34,65467,1,1,1,Satisfied
CX01-11374,38,72776,1,0,1,Satisfied
CX01-11375,20,39018,1,1,1,Satisfied
CX01-11376,46,61861,0,0,0,Satisfied
CX01-11377,47,64613,1,0,1,Satisfied
CX01-11378,50,11007,0,0,0,Dis Satisfied
CX01-11379,33,35963,0,0,1,Satisfied
CX01-1138,40,57230,0,1,1,Satisfied
CX01-11380,69,37675,1,0,1,Dis Satisfied
CX01-11381,38,26097,0,1,1,Dis Satisfied
CX01-11382,48,91843,1,1,1,Satisfied
CX01-11383,26,39912,0,0,1,Satisfied
CX01-11384,28,81224,0,1,1,Satisfied
CX01-11385,43,21026,0,1,0,Dis Satisfied
CX01-11386,40,11061,1,0,0,Dis Satisfied
CX01-11387,60,23957,0,0,1,Dis Satisfied
CX01-11388,35,53183,1,0,0,Satisfied
CX01-11389,51,36117,0,0,0,Dis Satisfied
CX01-1139,71,37069,0,1,0,Dis Satisfied
CX01-11390,47,13071,0,1,1,Dis Satisfied
CX01-11391,67,28004,0,1,0,Dis Satisfied
CX01-11392,38,81146,1,1,0,Satisfied
CX01-11393,38,40287,0,0,1,Satisfied
CX01-11394,32,57979,1,0,1,Satisfied
CX01-11395,32,75146,1,0,1,Satisfied
CX01-11396,37,80349,0,0,1,Satisfied
CX01-11397,36,83263,1,0,1,Satisfied
CX01-11398,43,105760,0,1,1,Satisfied
CX01-11399,38,91227,1,0,0,Satisfied
CX01-114,49,26088,1,1,0,Dis Satisfied
CX01-1140,25,88614,1,0,1,Satisfied
CX01-11400,35,78207,0,0,1,Satisfied
CX01-11401,33,67210,0,1,1,Satisfied
CX01-11402,24,37040,1,0,0,Satisfied
CX01-11403,38,8919,1,0,0,Dis Satisfied
CX01-11404,63,6097,1,1,0,Dis Satisfied
CX01-11405,30,92034,1,1,1,Satisfied
CX01-11406,58,6074,1,1,0,Dis Satisfied
CX01-11407,36,14960,0,1,1,Dis Satisfied
CX01-11408,22,73548,1,0,1,Satisfied
CX01-11409,55,22021,1,0,1,Dis Satisfied
CX01-1141,48,37101,0,1,1,Dis Satisfied
CX01-11410,56,9032,1,1,0,Dis Satisfied
CX01-11411,29,33011,1,0,1,Satisfied
CX01-11412,25,65052,0,1,1,Satisfied
CX01-11413,63,17022,0,1,0,Dis Satisfied
CX01-11414,36,27938,0,1,1,Dis Satisfied
CX01-11415,35,32109,1,1,1,Dis Satisfied
CX01-11416,31,38033,0,1,1,Satisfied
CX01-11417,30,91328,0,1,1,Satisfied
CX01-11418,40,38749,1,1,0,Satisfied
CX01-11419,42,71611,0,1,1,Satisfied
CX01-1142,59,35955,1,1,1,Dis Satisfied
CX01-11420,47,86513,1,1,0,Satisfied
CX01-11421,39,87853,1,0,1,Satisfied
CX01-11422,65,11085,0,1,0,Dis Satisfied
CX01-11423,55,13103,0,0,1,Dis Satisfied
CX01-11424,42,10098,0,0,0,Dis Satisfied
CX01-11425,67,29056,0,1,0,Dis Satisfied
CX01-11426,29,60026,1,1,1,Satisfied
CX01-11427,73,11085,0,1,0,Dis Satisfied
CX01-11428,64,24961,1,1,0,Dis Satisfied
CX01-11429,39,102193,0,1,1,Satisfied
CX01-1143,37,48100,1,1,0,Satisfied
CX01-11430,43,23051,0,0,1,Dis Satisfied
CX01-11431,70,41242,0,0,0,Dis Satisfied
CX01-11432,30,59414,1,0,1,Satisfied
CX01-11433,35,6011,1,0,1,Dis Satisfied
CX01-11434,52,18978,1,0,1,Dis Satisfied
CX01-11435,37,71027,0,1,1,Dis Satisfied
CX01-11436,49,33107,0,0,0,Dis Satisfied
CX01-11437,49,18985,0,0,0,Satisfied
CX01-11438,39,83652,1,1,1,Dis Satisfied
CX01-11439,46,36012,1,0,0,Satisfied
CX01-1144,28,60479,0,1,1,Satisfied
CX01-11440,60,25091,0,1,0,Dis Satisfied
CX01-11441,31,39000,1,1,0,Dis Satisfied
CX01-11442,52,28990,1,0,1,Satisfied
CX01-11443,53,37985,0,1,1,Satisfied
CX01-11444,33,44390,0,0,1,Satisfied
CX01-11445,62,8953,0,0,0,Dis Satisfied
CX01-11446,45,80195,0,0,0,Dis Satisfied
CX01-11447,48,37986,0,0,1,Dis Satisfied
CX01-11448,42,36962,0,0,1,Satisfied
CX01-11449,37,45069,0,0,1,Satisfied
CX01-1145,66,19097,0,1,1,Dis Satisfied
CX01-11450,28,60645,0,1,1,Satisfied
CX01-11451,41,37823,0,1,0,Satisfied
CX01-11452,48,84738,0,0,1,Satisfied
CX01-11453,63,19929,0,1,0,Dis Satisfied
CX01-11454,54,10010,0,1,0,Dis Satisfied
CX01-11455,29,91826,1,1,0,Satisfied
CX01-11456,44,84374,1,1,1,Satisfied
CX01-11457,34,74901,0,1,1,Satisfied
CX01-11458,45,6934,1,0,1,Dis Satisfied
CX01-11459,35,13085,0,0,0,Dis Satisfied
CX01-1146,46,39989,0,1,0,Dis Satisfied
CX01-11460,46,19044,0,1,1,Dis Satisfied
CX01-11461,45,35050,0,0,1,Dis Satisfied
CX01-11462,22,30085,0,0,1,Satisfied
CX01-11463,43,84534,0,0,0,Satisfied
CX01-11464,37,9086,0,0,0,Dis Satisfied
CX01-11465,28,36060,1,1,1,Satisfied
CX01-11466,42,54926,1,0,1,Satisfied
CX01-11467,37,49550,0,1,0,Satisfied
CX01-11468,52,22031,1,0,0,Dis Satisfied
CX01-11469,36,37054,1,1,1,Satisfied
CX01-1147,44,37118,1,0,1,Dis Satisfied
CX01-11470,36,30963,1,0,0,Dis Satisfied
CX01-11471,48,27044,1,1,0,Dis Satisfied
CX01-11472,24,79510,0,1,0,Satisfied
CX01-11473,23,72031,0,0,1,Satisfied
CX01-11474,58,20037,0,0,1,Dis Satisfied
CX01-11475,38,64925,0,1,1,Satisfied
CX01-11476,26,31970,1,0,1,Satisfied
CX01-11477,41,24916,1,0,1,Dis Satisfied
CX01-11478,24,32061,1,0,1,Satisfied
CX01-11479,54,26961,1,1,1,Dis Satisfied
CX01-1148,67,16012,0,1,0,Dis Satisfied
CX01-11480,39,100606,1,0,1,Satisfied
CX01-11481,63,16039,1,1,1,Dis Satisfied
CX01-11482,35,66012,1,1,1,Satisfied
CX01-11483,60,16958,0,1,1,Dis Satisfied
CX01-11484,22,61642,1,0,1,Satisfied
CX01-11485,40,47433,1,1,0,Satisfied
CX01-11486,39,38941,0,0,1,Dis Satisfied
CX01-11487,39,90546,1,1,1,Satisfied
CX01-11488,28,75919,0,1,0,Satisfied
CX01-11489,50,12049,1,0,0,Dis Satisfied
CX01-1149,31,84943,1,0,1,Satisfied
CX01-11490,40,42299,1,1,1,Dis Satisfied
CX01-11491,42,29973,1,1,0,Dis Satisfied
CX01-11492,61,37972,1,1,1,Dis Satisfied
CX01-11493,58,31092,1,0,1,Dis Satisfied
CX01-11494,51,38951,1,1,0,Dis Satisfied
CX01-11495,59,34029,0,1,1,Dis Satisfied
CX01-11496,39,36964,0,1,0,Dis Satisfied
CX01-11497,70,12956,1,0,0,Dis Satisfied
CX01-11498,65,12943,1,1,0,Dis Satisfied
CX01-11499,60,12970,0,0,1,Dis Satisfied
CX01-115,35,89698,0,0,1,Satisfied
CX01-1150,23,78762,1,1,1,Satisfied
CX01-11500,50,35085,0,1,1,Dis Satisfied
CX01-11501,69,31071,0,0,0,Dis Satisfied
CX01-11502,73,18010,1,1,1,Dis Satisfied
CX01-11503,33,44568,1,0,0,Dis Satisfied
CX01-11504,42,100121,1,1,1,Satisfied
CX01-11505,74,12094,0,1,1,Dis Satisfied
CX01-11506,36,25954,0,0,0,Dis Satisfied
CX01-11507,65,37089,0,1,0,Dis Satisfied
CX01-11508,59,25059,1,0,0,Dis Satisfied
CX01-11509,34,34003,0,1,1,Satisfied
CX01-1151,30,70216,0,1,0,Satisfied
CX01-11510,61,29061,0,1,0,Dis Satisfied
CX01-11511,62,33732,0,1,0,Dis Satisfied
CX01-11512,43,29994,1,0,1,Dis Satisfied
CX01-11513,68,15002,1,1,1,Dis Satisfied
CX01-11514,53,21053,0,1,0,Dis Satisfied
CX01-11515,47,32038,0,1,0,Satisfied
CX01-11516,74,21091,0,0,0,Dis Satisfied
CX01-11517,36,66908,1,1,1,Satisfied
CX01-11518,64,24035,1,0,1,Dis Satisfied
CX01-11519,62,23960,0,0,1,Dis Satisfied
CX01-1152,46,58720,0,0,0,Satisfied
CX01-11520,23,100603,0,1,1,Satisfied
CX01-11521,44,46006,0,0,1,Satisfied
CX01-11522,35,28060,1,1,0,Dis Satisfied
CX01-11523,48,75450,0,0,1,Satisfied
CX01-11524,50,26924,1,0,1,Dis Satisfied
CX01-11525,34,38985,0,1,0,Dis Satisfied
CX01-11526,37,35085,0,0,0,Dis Satisfied
CX01-11527,43,35048,0,1,0,Satisfied
CX01-11528,67,14908,1,0,1,Dis Satisfied
CX01-11529,45,5031,1,0,0,Dis Satisfied
CX01-1153,42,10046,0,1,0,Dis Satisfied
CX01-11530,43,79673,1,1,0,Satisfied
CX01-11531,40,92870,1,0,1,Satisfied
CX01-11532,55,34979,0,1,0,Dis Satisfied
CX01-11533,47,12947,1,0,0,Dis Satisfied
CX01-11534,41,24065,0,0,0,Dis Satisfied
CX01-11535,31,37963,1,1,1,Satisfied
CX01-11536,33,44791,0,0,1,Satisfied
CX01-11537,66,5006,0,0,1,Dis Satisfied
CX01-11538,21,31157,1,1,1,Satisfied
CX01-11539,60,24922,0,1,0,Dis Satisfied
CX01-1154,45,22972,1,1,0,Dis Satisfied
CX01-11540,61,19978,1,1,1,Dis Satisfied
CX01-11541,53,5048,0,0,0,Dis Satisfied
CX01-11542,22,79176,0,0,0,Satisfied
CX01-11543,65,35061,0,1,0,Dis Satisfied
CX01-11544,73,24935,1,1,0,Dis Satisfied
CX01-11545,37,58713,1,1,1,Satisfied
CX01-11546,32,28093,0,0,1,Dis Satisfied
CX01-11547,35,69282,1,0,1,Satisfied
CX01-11548,42,33017,0,0,1,Dis Satisfied
CX01-11549,37,32976,1,1,1,Satisfied
CX01-1155,71,35930,1,0,0,Dis Satisfied
CX01-11550,51,33981,0,0,0,Dis Satisfied
CX01-11551,69,11909,1,0,0,Dis Satisfied
CX01-11552,34,31000,0,0,1,Dis Satisfied
CX01-11553,53,26098,1,0,0,Dis Satisfied
CX01-11554,30,34116,0,0,1,Satisfied
CX01-11555,23,62028,0,1,1,Satisfied
CX01-11556,29,56952,0,1,1,Satisfied
CX01-11557,24,63047,0,0,1,Satisfied
CX01-11558,33,14091,1,1,1,Dis Satisfied
CX01-11559,27,48753,1,0,1,Satisfied
CX01-1156,47,36006,0,0,0,Satisfied
CX01-11560,59,34918,0,1,1,Dis Satisfied
CX01-11561,66,34112,0,0,0,Dis Satisfied
CX01-11562,47,36024,0,1,1,Satisfied
CX01-11563,57,39026,0,1,0,Dis Satisfied
CX01-11564,44,32019,0,0,0,Dis Satisfied
CX01-11565,48,6965,0,1,0,Dis Satisfied
CX01-11566,53,11072,1,1,0,Dis Satisfied
CX01-11567,37,33027,0,0,0,Dis Satisfied
CX01-11568,67,12091,1,0,0,Dis Satisfied
CX01-11569,47,75567,1,0,1,Satisfied
CX01-1157,36,36068,1,1,1,Satisfied
CX01-11570,36,79535,0,0,1,Satisfied
CX01-11571,35,19081,0,0,0,Dis Satisfied
CX01-11572,63,15053,0,1,0,Dis Satisfied
CX01-11573,43,30983,1,1,1,Satisfied
CX01-11574,70,36045,0,1,0,Dis Satisfied
CX01-11575,64,27968,1,1,0,Dis Satisfied
CX01-11576,51,24951,0,0,0,Dis Satisfied
CX01-11577,62,19941,1,1,1,Dis Satisfied
CX01-11578,37,48214,0,1,1,Satisfied
CX01-11579,38,30030,1,0,0,Satisfied
CX01-1158,43,91720,0,0,1,Satisfied
CX01-11580,61,20068,0,0,0,Dis Satisfied
CX01-11581,49,14926,1,0,1,Dis Satisfied
CX01-11582,23,60214,0,1,0,Satisfied
CX01-11583,67,33068,0,0,1,Dis Satisfied
CX01-11584,53,17995,1,1,1,Dis Satisfied
CX01-11585,36,68811,0,1,1,Satisfied
CX01-11586,48,10915,1,1,1,Dis Satisfied
CX01-11587,34,32014,0,0,0,Dis Satisfied
CX01-11588,48,65966,1,0,0,Satisfied
CX01-11589,60,25932,0,0,0,Dis Satisfied
CX01-1159,36,30011,0,0,1,Dis Satisfied
CX01-11590,28,33032,0,1,1,Satisfied
CX01-11591,37,97479,1,0,1,Satisfied
CX01-11592,25,49294,0,1,1,Satisfied
CX01-11593,53,7062,0,1,0,Dis Satisfied
CX01-11594,42,71664,0,1,1,Satisfied
CX01-11595,52,36962,0,1,1,Dis Satisfied
CX01-11596,45,34089,0,1,0,Satisfied
CX01-11597,38,30077,0,0,0,Dis Satisfied
CX01-11598,38,35109,1,1,0,Dis Satisfied
CX01-11599,44,35037,0,0,1,Satisfied
CX01-116,46,81579,1,0,1,Satisfied
CX01-1160,36,73854,1,0,1,Satisfied
CX01-11600,46,26068,0,0,1,Dis Satisfied
CX01-11601,32,6929,0,1,0,Dis Satisfied
CX01-11602,52,11059,1,1,1,Dis Satisfied
CX01-11603,67,33918,0,1,1,Dis Satisfied
CX01-11604,68,36034,0,1,0,Dis Satisfied
CX01-11605,62,27963,1,1,1,Dis Satisfied
CX01-11606,40,22040,1,1,1,Dis Satisfied
CX01-11607,58,19957,1,1,1,Dis Satisfied
CX01-11608,34,22077,0,1,1,Dis Satisfied
CX01-11609,40,11020,1,0,0,Dis Satisfied
CX01-1161,26,52250,0,1,1,Satisfied
CX01-11610,71,22986,1,0,0,Dis Satisfied
CX01-11611,48,49979,1,0,0,Satisfied
CX01-11612,38,6088,0,1,1,Dis Satisfied
CX01-11613,33,94006,1,0,1,Satisfied
CX01-11614,57,16045,1,0,1,Dis Satisfied
CX01-11615,24,104937,1,1,0,Satisfied
CX01-11616,51,13040,0,1,1,Dis Satisfied
CX01-11617,46,52631,1,0,1,Satisfied
CX01-11618,33,72054,0,1,1,Satisfied
CX01-11619,20,64622,0,0,1,Satisfied
CX01-1162,27,59235,1,0,1,Satisfied
CX01-11620,55,10959,0,0,0,Dis Satisfied
CX01-11621,46,68489,0,0,1,Satisfied
CX01-11622,27,35485,1,0,1,Satisfied
CX01-11623,72,34016,1,1,1,Dis Satisfied
CX01-11624,46,89024,0,1,0,Satisfied
CX01-11625,49,32028,0,0,0,Dis Satisfied
CX01-11626,55,25942,0,0,0,Dis Satisfied
CX01-11627,43,65284,1,1,1,Satisfied
CX01-11628,50,24053,0,1,1,Dis Satisfied
CX01-11629,47,17044,1,0,1,Dis Satisfied
CX01-1163,30,73216,1,1,1,Satisfied
CX01-11630,51,30006,0,0,1,Dis Satisfied
CX01-11631,44,48202,1,1,1,Dis Satisfied
CX01-11632,39,37997,0,0,1,Satisfied
CX01-11633,62,14017,1,0,0,Dis Satisfied
CX01-11634,46,34077,1,0,0,Dis Satisfied
CX01-11635,42,4945,1,1,0,Dis Satisfied
CX01-11636,46,66201,1,1,1,Satisfied
CX01-11637,64,9039,1,1,0,Satisfied
CX01-11638,56,33991,0,1,0,Satisfied
CX01-11639,35,90353,1,0,1,Satisfied
CX01-1164,55,19989,0,0,0,Dis Satisfied
CX01-11640,47,70482,0,0,1,Satisfied
CX01-11641,30,56301,0,1,1,Satisfied
CX01-11642,28,42450,0,0,1,Satisfied
CX01-11643,25,69393,0,1,1,Satisfied
CX01-11644,68,25013,0,1,1,Satisfied
CX01-11645,37,57136,1,1,1,Satisfied
CX01-11646,48,18065,0,0,0,Satisfied
CX01-11647,67,30056,1,0,1,Satisfied
CX01-11648,60,35954,0,1,0,Satisfied
CX01-11649,32,5023,1,0,1,Satisfied
CX01-1165,51,37951,0,1,0,Dis Satisfied
CX01-11650,58,9054,1,1,0,Dis Satisfied
CX01-11651,59,8909,1,0,0,Dis Satisfied
CX01-11652,43,10053,0,0,1,Dis Satisfied
CX01-11653,41,79787,0,0,0,Satisfied
CX01-11654,59,30932,0,1,1,Dis Satisfied
CX01-11655,34,15068,1,1,0,Dis Satisfied
CX01-11656,29,80338,1,0,1,Satisfied
CX01-11657,42,32979,0,0,0,Dis Satisfied
CX01-11658,37,6058,0,0,0,Dis Satisfied
CX01-11659,34,5091,0,0,1,Dis Satisfied
CX01-1166,35,58280,1,1,1,Satisfied
